rank,score,tier,id,uuid,title,product_use,categories,spatial_type,resolution,temporal_start,temporal_end,update_frequency,license,publisher,publication_date,popularity,keywords,bbox_west,bbox_south,bbox_east,bbox_north,overlaps_nepal,landing_page,reasons
40,145,critical,8686,250ed0ac-e503-4acb-8385-758c6e78bcf3,Monthly Minimum Temperature Trend (April) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T09:33:00,1761,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8686,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
41,145,critical,8690,01327e12-74fd-4ff9-ac54-d86a2f9e74a8,Monthly Minimum Temperature Trend (August) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T09:54:00,2556,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8690,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
42,145,critical,8692,0743aef3-4088-4d19-b047-1e47736a9f3a,Monthly Minimum Temperature Trend (October) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T10:04:00,1583,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8692,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
43,145,critical,8694,7089e174-f593-4257-b38e-ad54da8300f2,Monthly Minimum Temperature Trend (December) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T10:16:00,2078,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8694,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
44,145,critical,8689,f84bd955-9dec-4dd5-bb51-ff90c8da1ee2,Monthly Minimum Temperature Trend (July) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T09:48:00,1516,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8689,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
45,145,critical,8687,a6d973b7-f288-49fb-9ca7-41f0678bdc61,Monthly Minimum Temperature Trend (May) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T09:38:00,3723,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8687,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
46,145,critical,8691,9807c2fd-6cdb-4c29-a01a-4f33c7028e23,Monthly Minimum Temperature Trend (September) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T10:00:00,1889,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8691,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
47,145,critical,8688,0f7cc838-32b6-46de-bdaf-5b60c77d2415,Monthly Minimum Temperature Trend (June) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T09:42:00,1869,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8688,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
48,145,critical,8693,8c7e704e-cbf9-4409-b515-ec62d1c3444f,Monthly Minimum Temperature Trend (November) 1950-2000 of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-13T10:11:00,2011,Temperature; Climate; Monthly minimum temperature; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.0000000000033,14.9999999999967,106.008333333337,48.00833333333,true,https://rds.icimod.org/Home/DataDetail?metadataId=8693,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
49,145,critical,1972409,2c784f13-7ef0-4d0f-823c-2328623cbd89,Micromet station: Lirung glacier,real-time weather / forecast,weather_climate; cryosphere,,,2017-10-19t18:15:00.000z,2019-08-09t18:15:00.000z,Annually,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2020-03-11,12369,debris-covered ice; meteorology; Langtang; Nepal; Climatology; meteorology; atmosphere,85.55711,28.23967,85.55711,28.23967,true,https://rds.icimod.org/Home/DataDetail?metadataId=1972409,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
50,144,critical,20964,66751f42-16ac-4c74-ac99-1ebcd6ee4e84,Glacial Lakes of Nepal 2001,snowline / glacier context,cryosphere; hazard; remote_sensing,Vector,50000,1957-12-29t18:30:00.000z,1980-12-29t18:30:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2001-01-08,11381,Glacial Lakes; Glacier; Himalaya; Flood; HKH; Maha Kali; Gandaki; Nepal; Koshi; Karnali; Hindu Kush Himalaya; Geoscientific information,88.0556,30.4073,80.1742,26.3389,true,https://rds.icimod.org/Home/DataDetail?metadataId=20964,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Long temporal baseline (≥10 years); Open license (CC BY); High portal popularity
51,143,critical,1973404,eddcc797-fb42-48b0-aad6-9f325627a8ba,Glacial lake of Afghanistan 2000,snowline / glacier context,cryosphere; terrain_landcover; remote_sensing,Vector,50000,1998-12-31t18:15:00.000z,2001-12-30t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2021-01-01,3611,Glacial lake; Glacier; Cryosphere; Afghanistan; Amu Darya; Kabul; Indus; Geoscientific information,67.634,34.573,74.652,38.296,false,https://rds.icimod.org/Home/DataDetail?metadataId=1973404,Spatial extent overlaps HKH region; Open license (CC BY)
52,143,critical,8852,759675fe-e07f-4ec5-a700-e32cfc4088a4,The Modis Snow Cover data of Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate; cryosphere; remote_sensing,,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-12-01T11:44:00,4116,Snow Cover; MODIS; Cryosphere; SERVIR Himalaya; servircat; icimod-servir; Hindu Kush Himalayan Region; HKH Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=8852,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
53,143,critical,1973410,bfaa54a2-c054-4fa5-81b2-cdaf4dcabc40,Glacial lake of Afghanistan 2015,snowline / glacier context,cryosphere; terrain_landcover; remote_sensing,Vector,50000,2013-12-31t18:15:00.000z,2016-12-30t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2020-01-01,3004,Glacial lake; Glacier; Cryosphere; Afghanistan; Amu Darya; Kabul; Indus; Geoscientific information,67.633,34.573,74.652,38.296,false,https://rds.icimod.org/Home/DataDetail?metadataId=1973410,Spatial extent overlaps HKH region; Open license (CC BY)
54,143,critical,1973407,4109a908-f6eb-452f-b514-c27cc646b102,Glacial lake of Afghanistan 2010,snowline / glacier context,cryosphere; terrain_landcover; remote_sensing,Vector,50000,2008-12-31t18:15:00.000z,2011-12-30t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2020-01-01,3850,Glacial lake; Glacier; Cryosphere; Afghanistan; Amu Darya; Kabul; Indus; Geoscientific information,67.634,34.573,74.652,38.296,false,https://rds.icimod.org/Home/DataDetail?metadataId=1973407,Spatial extent overlaps HKH region; Open license (CC BY)
55,143,critical,1973400,da90e827-3543-4e6f-8a36-bccdd3c7a01c,Glacial lake of Afghanistan 1990,snowline / glacier context,cryosphere; terrain_landcover; remote_sensing,Vector,50000,1988-12-31t18:15:00.000z,1991-12-30t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2020-01-01,2725,Glacial lake; Glacier; Cryosphere; Afghanistan; Amu Darya; Kabul; Indus; Geoscientific information,67.634,34.573,74.652,38.296,false,https://rds.icimod.org/Home/DataDetail?metadataId=1973400,Spatial extent overlaps HKH region; Open license (CC BY)
56,141,critical,1972729,073f1390-3b0e-4320-8446-8466ad118c59,Land cover of Nepal,snowline / glacier context,cryosphere; hazard; terrain_landcover; remote_sensing,Grid,30 m,1999-12-31t18:15:00.000z,2021-12-31t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),FRTC,2021-02-10,88023,Land cover; Land use; GIS; spatial data; Landsat; GEE; Google Earth Engine; Earth Observation; NLCMS; Nepal; FRTC; ICIMOD; SERVIR-HKH; Geoscientific information,80.03,26.344,88.169,30.417,true,https://rds.icimod.org/Home/DataDetail?metadataId=1972729,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Long temporal baseline (≥10 years); Open license (CC BY); High portal popularity
57,139,critical,1973405,48e3b0c5-a8a5-4923-b04f-ae7cae5c3066,An Improved 8-Day Terra–Aqua MODIS V6.1 Combined Cloud-Free Snow Cover Dataset for the Ganges Basin (2002–2025),snowline / glacier context,cryosphere; hydrology; remote_sensing,Grid,,2002-08-20t18:15:00.000z,2025-12-30t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2026-02-05,18991,Ganges Basin; HKH; MODIS; Snow Cover; Cryosphere; Geoscientific information,73.38,21.52,90.67,31.46,true,https://rds.icimod.org/Home/DataDetail?metadataId=1973405,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020); Long temporal baseline (≥10 years); Open license (CC BY); High portal popularity
58,137,critical,861,09cca34f-68c7-4628-8535-369d2d088c10,"Glaciers, Glacial Lake and Glacial Lake Outburst Floods (GLOF) of Nepal",snowline / glacier context,cryosphere; hazard; remote_sensing,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-07-14T22:52:00,2503,Glaciers; Glacial Lake Outbrust Floods; GLOF; Glacial lake; Early warning system; Nepal; Environment,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=861,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
59,137,critical,8909,53a44779-bc51-423a-a829-d895ec798d99,Sub-basins of Hindu Kush Himalaya (HKH) Region,flood / water context,hydrology; terrain_landcover,Vector,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2012-01-20T11:43:00,12783,Sub basin; Basin; River basin; HKH; Hindu Kush Himalaya Region; Geoscientific information,58.3583,8.5538,122.6445,44.1849,true,https://rds.icimod.org/Home/DataDetail?metadataId=8909,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
60,135,critical,1972726,55e06355-60f5-4045-8697-beddb5b16f51,"Weather station data – precipitation and temperature – at Gyelpozhing School in Mongar, Bhutan (2015-2019)",real-time weather / forecast,weather_climate; cryosphere,"Text, table",,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),UWICER,2015-01-01,53371,HEROES; Climate Change; Citizen Science; Phenology study; Change change impact; Bhutan Phenology Network; Biodiversity; Climate variable; Temperature; Precipitation; Bhutan; Gyelpozhing; Mongar; UWICER; Geoscientific information,91.1935,27.2369,91.1935,27.2369,false,https://rds.icimod.org/Home/DataDetail?metadataId=1972726,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
61,135,critical,1972725,9cd89e3d-a9d3-4a86-8eaa-7cc8ea69ebb0,"Weather station data – precipitation and temperature – at Sakteng School in Trashigang, Bhutan (2015-2020)",real-time weather / forecast,weather_climate; cryosphere,"Text, table",,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),UWICER,2015-01-01,61302,HEROES; Climate Change; Citizen Science; Phenology study; Change change impact; Bhutan Phenology Network; Biodiversity; Climate variable; Temperature; Precipitation; Bhutan; Sakteng; Trashigang; UWICER; Geoscientific information,91.923,27.4031,91.923,27.4031,false,https://rds.icimod.org/Home/DataDetail?metadataId=1972725,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
62,135,critical,1972736,28db1ce5-22d4-49ba-9821-193e6b11f78a,"Weather station data – precipitation and temperature – at Nobding School in Wangdiphodrang, Bhutan (2015-2020)",real-time weather / forecast,weather_climate; cryosphere,,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),UWICER,2015-01-01,11385,HEROES; Climate Change; Citizen Science; Phenology study; Change change impact; Bhutan Phenology Network; Biodiversity; Climate variable; Temperature; Precipitation; Bhutan; Nobding; Wangdiphodrang; UWICER; Geoscientific information,90.1504,27.5469,90.1504,27.5469,false,https://rds.icimod.org/Home/DataDetail?metadataId=1972736,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
63,135,critical,1972724,7eeaada2-4b24-492e-a7f4-510f1b0044e3,"Weather station data – precipitation and temperature – at Damthang School in Haa, Bhutan (2015-2020)",real-time weather / forecast,weather_climate; cryosphere,"Text, table",,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),UWICER,2015-01-01,71786,HEROES; Climate Change; Citizen Science; Phenology study; Change change impact; Bhutan Phenology Network; Biodiversity; Climate variable; Temperature; Precipitation; Bhutan; Damthang; Haa; UWICER; Geoscientific information,89.2033,27.4342,89.2033,27.4342,false,https://rds.icimod.org/Home/DataDetail?metadataId=1972724,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
64,135,critical,1972735,12b63cc0-df58-4561-a1e1-c3faa33ea86a,"Weather station data – precipitation and temperature – at Pelrithang School in Gelephu, Bhutan (2014-2019)",real-time weather / forecast,weather_climate; cryosphere,,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),UWICER,2015-01-01,16802,HEROES; Climate Change; Citizen Science; Phenology study; Change change impact; Bhutan Phenology Network; Biodiversity; Climate variable; Temperature; Precipitation; Bhutan; Pelrithang; Gelephu; UWICER; Geoscientific information,90.4913,26.9021,90.4913,26.9021,false,https://rds.icimod.org/Home/DataDetail?metadataId=1972735,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
